uid,label,budget_pant,budget_westerndress,budget_top,budget_skirt,budget_kurta,budget_jacket,budget_scarf,budget_jewellery
15174,3,4,5,3,3,3,5,5,2
18310,0,0,0,0,0,0,0,0,0
13995,2,4,4,3,3,3,3,3,1
15772,2,4,4,3,3,3,3,3,1
9329,3,5,5,3,5,5,5,5,4
16597,1,4,4,3,3,3,3,3,1
2540,0,0,0,0,0,0,0,0,0
13174,1,4,4,4,3,3,3,3,1
13471,0,0,0,0,0,0,0,0,0
813,1,4,4,3,3,3,4,4,1
13157,2,4,4,3,3,3,3,3,1
13289,0,0,0,0,0,0,0,0,0
14423,1,4,4,3,3,3,3,3,1
10124,0,0,0,0,0,0,0,0,0
15035,2,4,4,3,3,3,3,3,1
14234,1,4,4,3,3,3,3,3,1
10820,1,4,4,3,3,3,3,3,1
17743,0,0,0,0,0,0,0,0,0
19478,3,5,5,5,5,5,5,5,1
3550,3,4,4,3,4,4,4,4,2
10643,4,4,4,3,3,3,4,4,1
10987,1,4,4,3,3,3,3,3,1
10301,0,0,0,0,0,0,0,0,0
10944,1,4,4,3,3,3,3,3,1
3403,3,5,4,4,4,4,4,4,3
12988,0,0,0,0,0,0,0,0,0
18238,0,0,0,0,0,0,0,0,0
5240,0,0,0,0,0,0,0,0,0
2155,0,0,0,0,0,0,0,0,0
15058,1,4,4,3,3,4,4,4,1
9506,0,0,0,0,0,0,0,0,0
16999,1,4,4,3,3,4,4,4,1
15580,0,0,0,0,0,0,0,0,0
2950,0,0,0,0,0,0,0,0,0
5842,0,0,0,0,0,0,0,0,0
3487,0,0,0,0,0,0,0,0,0
2011,2,3,2,2,2,2,3,3,1
11525,1,4,4,3,3,3,3,3,1
13240,0,0,0,0,0,0,0,0,0
16899,1,4,4,3,3,3,3,3,1
8479,2,3,3,3,3,3,3,3,1
9390,0,0,0,0,0,0,0,0,0
8033,3,4,5,4,4,4,5,5,1
10420,2,0,4,4,3,4,4,4,4
17631,0,0,0,0,0,0,0,0,0
485,1,2,2,2,1,2,2,2,1
17726,0,0,0,0,0,0,0,0,0
8053,0,0,0,0,0,0,0,0,0
4004,0,0,0,0,0,0,0,0,0
9850,2,4,4,3,3,3,3,3,1
17153,2,4,4,3,3,3,4,4,1
14675,3,5,5,3,4,4,5,5,2
11237,0,0,0,0,0,0,0,0,0
16681,0,0,0,0,0,0,0,0,0
10889,1,4,4,3,3,4,3,3,1
4728,1,4,3,3,3,3,3,3,1
1203,0,0,0,0,0,0,0,0,0
15293,3,4,4,5,3,4,4,4,4
13184,0,0,0,0,0,0,0,0,0
14756,0,0,0,0,0,0,0,0,0
18395,0,0,0,0,0,0,0,0,0
11676,2,4,4,3,3,3,3,3,1
5340,0,0,0,0,0,0,0,0,0
1323,1,3,3,3,3,2,2,2,1
12676,0,0,0,0,0,0,0,0,0
1080,1,4,3,3,3,2,5,5,1
3218,1,3,3,2,2,2,3,3,1
15433,0,0,0,0,0,0,0,0,0
6389,2,5,4,4,4,4,4,4,2
19356,0,0,0,0,0,0,0,0,0
834,0,0,0,0,0,0,0,0,0
4269,2,3,2,2,2,2,2,2,1
4777,2,3,3,3,3,4,3,3,2
9840,2,4,4,3,3,3,4,4,1
10379,0,0,0,0,0,0,0,0,0
1718,1,3,3,3,2,2,2,2,1
5486,1,3,3,3,3,3,3,3,1
814,0,0,0,0,0,0,0,0,0
8728,0,0,0,0,0,0,0,0,0
10808,0,0,0,0,0,0,0,0,0
12563,0,0,0,0,0,0,0,0,0
14344,0,0,0,0,0,0,0,0,0
6354,3,3,4,3,3,5,5,5,2
8943,0,0,0,0,0,0,0,0,0
16945,3,4,4,3,3,4,3,3,3
13614,2,4,4,3,3,3,3,3,1
19817,0,0,0,0,0,0,0,0,0
11451,1,4,4,3,3,3,3,3,1
2339,1,3,2,2,2,2,2,2,1
11234,1,4,4,3,3,3,3,3,1
517,1,2,3,2,3,1,4,4,1
539,1,0,0,4,0,5,5,5,4
5721,2,3,3,3,3,3,4,4,1
18230,0,0,0,0,0,0,0,0,0
19444,0,0,0,0,0,0,0,0,0
2060,1,4,3,3,3,3,3,3,3
4893,1,4,4,3,3,3,3,3,1
14758,0,0,0,0,0,0,0,0,0
16563,1,4,4,3,3,3,3,3,1
1857,0,0,0,0,0,0,0,0,0
11099,2,4,4,3,3,3,3,3,1
3123,0,0,0,0,0,0,0,0,0
9003,2,0,0,3,3,3,3,3,1
2073,0,0,0,0,0,0,0,0,0
92,3,5,5,5,3,3,5,5,5
14180,1,4,4,3,3,3,4,4,2
15109,2,4,5,3,3,3,3,3,2
15612,0,0,0,0,0,0,0,0,0
10912,0,0,0,0,0,0,0,0,0
10353,0,0,0,0,0,0,0,0,0
7973,1,3,4,3,3,3,3,3,1
8658,1,3,3,3,3,3,3,3,1
19651,1,4,4,3,3,4,3,3,1
5648,2,3,3,3,3,3,3,3,1
16089,1,4,4,3,3,3,3,3,1
15030,0,0,0,0,0,0,0,0,0
13915,1,4,4,3,3,3,3,3,1
6826,0,0,0,0,0,0,0,0,0
13760,0,0,0,0,0,0,0,0,0
11923,0,0,0,0,0,0,0,0,0
4521,0,0,0,0,0,0,0,0,0
9351,1,4,5,3,3,3,3,3,2
9164,1,4,4,3,3,3,3,3,1
12672,0,0,0,0,0,0,0,0,0
19380,0,0,0,0,0,0,0,0,0
8378,3,4,4,4,4,3,4,4,1
13134,0,0,0,0,0,0,0,0,0
95,2,2,3,3,1,5,2,2,4
10270,0,0,0,0,0,0,0,0,0
19239,0,0,0,0,0,0,0,0,0
9682,1,3,2,3,3,3,2,2,1
15932,2,4,4,3,3,3,3,3,1
7116,1,3,4,2,3,2,3,3,1
19673,2,5,5,4,4,3,3,3,2
1900,1,3,2,2,2,2,2,2,1
4548,2,4,4,3,3,3,3,3,1
18618,2,4,4,3,3,4,3,3,1
2080,0,0,0,0,0,0,0,0,0
811,4,3,3,2,2,4,2,2,1
10837,0,0,0,0,0,0,0,0,0
18077,3,5,4,4,4,5,5,5,3
17132,3,4,5,4,3,3,4,4,1
9472,0,0,0,0,0,0,0,0,0
13335,2,4,4,3,3,3,2,2,1
385,0,0,0,0,0,0,0,0,0
12017,2,4,4,3,3,3,4,4,1
16981,2,4,4,3,3,3,3,3,1
19217,0,0,0,0,0,0,0,0,0
17847,1,4,4,3,3,3,4,4,1
4598,2,3,2,2,2,2,3,3,1
177,2,2,2,2,2,2,2,2,2
4695,0,0,0,0,0,0,0,0,0
2388,2,3,3,3,3,3,2,2,1
11478,2,4,4,3,3,3,3,3,1
3510,1,3,3,3,3,2,4,4,2
6999,1,3,3,3,3,3,3,3,1
6549,0,0,0,0,0,0,0,0,0
13779,2,4,4,4,3,4,3,3,2
14031,0,0,0,0,0,0,0,0,0
15646,0,0,0,0,0,0,0,0,0
10650,3,5,5,4,4,3,5,5,2
4032,2,3,3,2,2,2,4,4,1
782,0,0,0,0,0,0,0,0,0
9485,0,0,0,0,0,0,0,0,0
3816,0,0,0,0,0,0,0,0,0
6880,2,3,3,3,3,3,3,3,1
18188,3,5,5,5,5,3,5,5,1
10886,0,0,0,0,0,0,0,0,0
493,3,4,5,4,4,4,5,5,2
10701,1,4,4,3,3,3,4,4,1
2543,1,3,4,3,4,2,3,3,1
8887,1,3,3,3,3,3,3,3,4
18713,2,4,4,3,3,3,3,3,1
677,1,3,2,2,2,3,2,2,1
16611,2,4,4,3,3,3,3,3,1
14470,2,4,4,3,3,3,3,3,1
2403,0,0,0,0,0,0,0,0,0
10994,0,0,0,0,0,0,0,0,0
6616,0,0,0,0,0,0,0,0,0
624,1,2,2,2,2,2,2,2,1
8392,2,4,4,3,3,3,3,3,1
8472,1,3,3,3,3,3,3,3,1
8223,0,0,0,0,0,0,0,0,0
12792,0,0,0,0,0,0,0,0,0
