uid,label,budget_pant,budget_westerndress,budget_top,budget_skirt,budget_kurta,budget_jacket,budget_scarf,budget_jewellery
16624,0,0,0,0,0,0,0,0,0
928,2,3,3,2,2,3,4,4,1
14872,3,4,4,4,4,4,4,4,2
4059,2,5,5,4,4,4,4,4,1
896,0,0,0,0,0,0,0,0,0
11317,2,4,4,3,3,3,3,3,1
18973,0,0,0,0,0,0,0,0,0
8384,3,5,4,3,3,4,4,4,2
2310,1,3,2,2,2,2,2,2,1
381,1,2,3,2,2,1,2,2,4
6120,0,0,0,0,0,0,0,0,0
6510,0,0,0,0,0,0,0,0,0
19687,0,0,0,0,0,0,0,0,0
10117,0,0,0,0,0,0,0,0,0
1803,0,0,0,0,0,0,0,0,0
9397,0,0,0,0,0,0,0,0,0
4163,0,0,0,0,0,0,0,0,0
8553,0,0,0,0,0,0,0,0,0
12707,2,4,4,3,3,3,3,3,1
18216,2,4,4,3,3,3,3,3,1
19841,2,5,5,4,5,3,5,5,2
13772,2,4,4,3,3,3,3,3,1
9990,0,0,0,0,0,0,0,0,0
13056,0,0,0,0,0,0,0,0,0
8626,2,3,3,3,3,3,4,4,1
9881,3,4,5,3,4,4,4,4,1
9674,1,4,4,3,3,3,4,4,1
5055,2,3,3,3,3,3,3,3,1
13390,1,4,4,3,3,3,3,3,1
9305,1,4,4,3,3,3,3,3,1
18718,2,4,4,3,3,4,5,5,1
3111,2,3,3,3,2,3,2,2,1
3452,0,0,0,0,0,0,0,0,0
4680,1,4,4,3,3,3,4,4,1
3504,2,3,2,2,2,2,3,3,1
13093,4,4,4,3,3,3,3,3,1
15873,1,4,0,4,4,3,0,0,2
12770,1,4,4,3,3,3,4,4,1
5653,1,4,4,3,3,3,4,4,2
6812,1,3,3,3,3,3,3,3,1
17186,1,4,4,3,3,3,3,3,1
1773,1,3,3,2,2,3,3,3,2
513,2,3,5,3,3,3,3,3,1
663,3,4,4,4,4,3,4,4,2
16384,1,4,4,3,3,3,3,3,1
14718,0,0,0,0,0,0,0,0,0
7833,0,0,0,0,0,0,0,0,0
18597,0,0,0,0,0,0,0,0,0
16890,0,0,0,0,0,0,0,0,0
8609,0,0,0,0,0,0,0,0,0
4508,4,3,3,3,3,3,3,3,1
19811,0,0,0,0,0,0,0,0,0
2752,0,0,0,0,0,0,0,0,0
19201,1,4,4,3,3,3,3,3,1
5928,0,0,0,0,0,0,0,0,0
16775,0,0,0,0,0,0,0,0,0
4210,1,3,3,3,3,3,3,3,1
16172,0,0,0,0,0,0,0,0,0
18306,4,4,4,3,3,3,3,3,1
2051,0,0,0,0,0,0,0,0,0
19469,1,4,4,3,3,3,3,3,1
13941,0,0,0,0,0,0,0,0,0
18099,2,4,4,3,3,3,3,3,1
10486,1,4,4,4,3,3,3,3,1
3201,1,3,3,3,3,3,3,3,2
850,2,3,4,3,3,2,4,4,2
17159,1,4,4,3,3,3,4,4,1
19452,0,0,0,0,0,0,0,0,0
13649,1,4,4,3,3,3,3,3,1
13752,1,4,4,3,3,3,3,3,1
11389,0,0,0,0,0,0,0,0,0
5200,2,5,5,4,3,4,5,5,2
9469,0,0,0,0,0,0,0,0,0
4319,2,4,4,3,3,3,3,3,2
10026,1,4,4,3,3,3,3,3,1
18554,2,4,4,3,3,3,3,3,4
10758,1,4,4,3,3,3,4,4,1
1224,2,3,2,2,2,2,2,2,1
16254,3,4,5,4,3,4,5,5,2
774,2,3,2,2,2,2,2,2,1
11658,2,4,4,3,3,3,3,3,1
16838,1,4,4,3,3,3,3,3,1
7942,0,0,0,0,0,0,0,0,0
16259,2,4,4,3,3,3,3,3,3
15886,1,4,4,3,3,3,3,3,1
2135,0,0,0,0,0,0,0,0,0
3607,1,3,3,2,2,3,2,2,1
607,2,3,2,2,2,2,2,2,1
1154,2,4,5,5,5,5,3,3,4
3643,0,0,0,0,0,0,0,0,0
1612,0,0,0,0,0,0,0,0,0
6069,3,5,5,4,4,5,5,5,3
9296,2,4,4,3,3,3,3,3,1
11966,3,4,4,4,4,4,5,5,1
1459,2,3,2,2,2,2,2,2,1
10133,0,0,0,0,0,0,0,0,0
13927,1,4,4,3,3,3,3,3,1
18672,2,0,5,5,5,5,5,5,1
17864,0,0,0,0,0,0,0,0,0
14685,0,0,0,0,0,0,0,0,0
15995,0,0,0,0,0,0,0,0,0
19302,4,5,5,4,4,4,4,4,4
12645,2,4,4,3,4,3,4,4,1
15788,2,4,4,4,3,3,4,4,1
2004,2,3,3,2,2,2,3,3,1
13776,1,4,4,3,3,3,3,3,1
1023,2,3,4,2,2,2,3,3,1
1800,0,0,0,0,0,0,0,0,0
1109,1,3,4,4,3,2,5,5,1
918,0,0,0,0,0,0,0,0,0
2780,0,0,0,0,0,0,0,0,0
979,0,0,0,0,0,0,0,0,0
14656,1,4,5,3,3,3,3,3,1
8563,0,0,0,0,0,0,0,0,0
13246,1,4,4,3,3,3,3,3,1
1446,0,0,0,0,0,0,0,0,0
16922,2,4,4,3,3,3,4,4,1
227,0,0,0,0,0,0,0,0,0
15511,0,0,0,0,0,0,0,0,0
15081,1,4,4,3,3,3,4,4,1
7868,2,3,4,3,3,3,3,3,1
12972,2,4,4,3,3,3,3,3,1
16299,2,4,4,3,3,3,4,4,1
3921,0,0,0,0,0,0,0,0,0
453,0,0,0,0,0,0,0,0,0
5782,2,3,3,3,3,3,3,3,1
4079,0,0,0,0,0,0,0,0,0
16504,0,0,0,0,0,0,0,0,0
510,2,4,4,3,4,3,4,4,1
3079,1,3,3,2,2,3,2,2,1
2944,1,3,3,2,2,2,3,3,1
8655,0,0,0,0,0,0,0,0,0
13185,1,4,4,3,3,3,3,3,1
19798,0,0,0,0,0,0,0,0,0
9495,0,0,0,0,0,0,0,0,0
9985,2,4,4,3,3,3,4,4,1
8318,1,3,3,3,3,3,3,3,1
77,0,1,1,1,1,1,1,1,1
3579,2,3,2,2,2,2,2,2,1
17692,2,4,4,3,3,3,3,3,1
4217,3,4,5,3,3,4,4,4,3
17382,1,4,4,3,3,3,4,4,1
6592,1,3,3,3,3,3,3,3,1
8540,0,0,0,0,0,0,0,0,0
14021,1,4,4,3,3,3,3,3,1
655,2,3,2,2,2,2,2,2,1
1194,0,0,0,0,0,0,0,0,0
15647,0,0,0,0,0,0,0,0,0
12231,4,4,4,3,3,3,3,3,1
2280,0,0,0,0,0,0,0,0,0
11208,0,0,0,0,0,0,0,0,0
6514,4,3,3,3,3,3,3,3,1
12614,1,4,4,3,3,3,3,3,1
12412,1,4,4,3,3,3,3,3,1
5716,0,0,0,0,0,0,0,0,0
7838,0,0,0,0,0,0,0,0,0
3035,1,5,3,4,4,3,3,3,0
5835,2,4,4,4,4,4,5,5,2
14796,1,4,4,3,3,3,4,4,1
10752,1,4,4,4,3,3,4,4,1
2833,0,0,0,0,0,0,0,0,0
12463,0,0,0,0,0,0,0,0,0
19806,2,4,4,3,3,3,3,3,1
8137,1,4,3,4,3,3,4,4,1
2318,0,0,0,0,0,0,0,0,0
16308,2,4,4,3,3,3,4,4,1
2698,2,3,2,2,2,2,2,2,1
1204,2,3,2,3,3,3,3,3,1
4001,0,0,0,0,0,0,0,0,0
1341,4,4,4,3,0,3,0,0,0
13742,0,0,0,0,0,0,0,0,0
10494,0,0,0,0,0,0,0,0,0
3291,1,5,0,4,0,4,3,3,1
17062,0,0,0,0,0,0,0,0,0
12804,2,4,4,4,4,3,4,4,1
1487,0,0,0,0,0,0,0,0,0
19501,1,4,4,3,3,3,4,4,2
13187,1,4,5,3,3,3,4,4,1
6672,0,0,0,0,0,0,0,0,0
18301,2,5,5,3,3,4,4,4,2
16659,0,0,0,0,0,0,0,0,0
17147,0,0,0,0,0,0,0,0,0
17764,0,0,0,0,0,0,0,0,0
19759,3,5,5,4,4,5,3,3,2
5422,3,5,5,5,5,5,2,2,1
2516,0,0,0,2,0,2,3,3,0
17519,2,4,4,3,3,4,3,3,1
8885,3,4,5,4,4,5,5,5,4
14829,0,0,0,0,0,0,0,0,0
10293,0,0,0,0,0,0,0,0,0
9936,2,5,5,5,3,4,5,5,2
5583,0,0,0,0,0,0,0,0,0
11877,2,4,4,3,3,4,4,4,1
10654,4,4,4,4,4,3,4,4,1
19777,0,0,0,0,0,0,0,0,0
13106,0,0,0,0,0,0,0,0,0
489,3,3,5,5,4,4,5,5,2
18874,0,0,0,0,0,0,0,0,0
11276,2,4,4,3,3,3,3,3,1
11583,1,4,4,3,3,3,3,3,1
15535,2,5,5,3,3,4,5,5,1
15325,3,4,5,3,3,3,5,5,2
10587,1,4,4,3,3,3,3,3,1
1358,2,4,3,3,3,3,2,2,1
10083,4,4,4,3,3,3,3,3,1
339,4,2,3,3,2,2,1,1,1
5168,0,0,0,0,0,0,0,0,0
9173,2,5,5,5,4,3,5,5,1
15626,1,4,4,3,3,3,4,4,1
3263,0,0,0,0,0,0,0,0,0
1441,0,0,0,0,0,0,0,0,0
14476,0,0,0,0,0,0,0,0,0
8637,0,0,0,0,0,0,0,0,0
16345,2,4,4,3,3,3,3,3,1
9509,0,0,0,0,0,0,0,0,0
12081,0,0,0,0,0,0,0,0,0
13484,0,0,0,0,0,0,0,0,0
8136,0,0,0,0,0,0,0,0,0
18799,0,0,0,0,0,0,0,0,0
10941,1,4,4,3,3,3,4,4,1
13400,3,4,5,3,4,3,5,5,2
5103,2,5,5,4,4,4,4,4,1
1841,4,4,4,4,4,4,4,4,1
2384,3,5,5,4,4,3,4,4,1
11086,1,4,4,3,3,3,3,3,1
695,0,0,0,0,0,0,0,0,0
17187,2,4,5,3,3,3,5,5,1
598,0,0,0,0,0,0,0,0,0
4363,1,3,3,3,3,3,3,3,1
19290,1,4,4,3,3,4,3,3,1
10242,2,4,4,3,3,3,3,3,1
14842,1,4,4,3,3,3,4,4,2
8529,0,0,0,0,0,0,0,0,0
2416,1,4,2,2,2,2,3,3,1
18086,0,0,0,0,0,0,0,0,0
1434,3,5,5,5,5,5,5,5,3
10768,0,0,0,0,0,0,0,0,0
7808,2,3,3,3,3,3,3,3,1
2360,0,0,0,0,0,0,0,0,0
15043,0,0,0,0,0,0,0,0,0
4499,0,0,0,0,0,0,0,0,0
3764,0,0,0,0,0,0,0,0,0
1652,4,4,5,3,3,3,4,4,1
14654,0,0,0,0,0,0,0,0,0
10048,3,4,5,4,3,4,4,4,1
9105,0,0,0,0,0,0,0,0,0
18013,0,0,0,0,0,0,0,0,0
18775,0,0,0,0,0,0,0,0,0
8514,1,3,3,3,3,3,3,3,2
4034,0,0,0,0,0,0,0,0,0
7859,1,4,2,3,3,3,3,3,1
15241,0,0,0,0,0,0,0,0,0
13027,2,4,4,3,3,3,4,4,2
8944,0,0,0,0,0,0,0,0,0
2740,1,3,3,3,3,3,4,4,2
16061,0,0,0,0,0,0,0,0,0
9407,0,0,0,0,0,0,0,0,0
16948,2,4,5,3,3,3,4,4,1
7070,0,0,0,0,0,0,0,0,0
9896,0,0,0,0,0,0,0,0,0
6842,1,4,4,3,3,3,3,3,1
5483,2,5,5,4,3,3,4,4,1
843,0,0,0,0,0,0,0,0,0
604,1,4,3,3,3,2,4,4,1
2836,4,3,3,2,2,2,3,3,1
8431,4,3,4,3,3,3,3,3,4
3345,0,0,0,0,0,0,0,0,0
9672,0,0,0,0,0,0,0,0,0
5866,0,0,0,0,0,0,0,0,0
17383,0,0,0,0,0,0,0,0,0
19832,2,5,5,5,5,5,5,5,1
19789,0,0,0,0,0,0,0,0,0
4332,1,3,4,3,3,3,3,3,1
11177,3,4,4,4,3,3,5,5,1
9800,0,0,0,0,0,0,0,0,0
9156,1,4,4,3,4,3,4,4,1
891,2,3,3,3,3,2,2,2,1
16841,1,4,4,3,3,5,3,3,1
17320,0,0,0,0,0,0,0,0,0
11443,1,4,4,3,3,3,3,3,1
11673,0,0,0,0,0,0,0,0,0
13821,2,4,4,3,3,3,3,3,1
2393,0,0,0,0,0,0,0,0,0
9437,1,5,4,3,3,3,3,3,1
9703,2,5,4,4,4,4,3,3,3
18849,0,0,0,0,0,0,0,0,0
4107,2,4,4,3,3,3,3,3,1
2525,1,3,2,2,2,2,2,2,1
2084,2,3,2,2,2,2,3,3,1
157,1,3,3,3,3,3,3,3,3
1264,1,3,4,4,3,2,2,2,1
15383,3,4,5,3,3,4,4,4,1
10380,0,0,0,0,0,0,0,0,0
13853,1,4,4,3,4,3,3,3,1
2580,0,0,0,0,0,0,0,0,0
4869,0,0,0,0,0,0,0,0,0
10715,0,0,0,0,0,0,0,0,0
18401,0,0,0,0,0,0,0,0,0
16550,1,4,4,3,3,3,4,4,1
9819,2,4,4,4,4,4,4,4,1
15321,1,4,4,3,3,3,3,3,1
2919,2,4,2,3,2,2,3,3,1
1636,1,5,3,3,4,3,3,3,1
6072,1,3,3,3,3,3,4,4,1
17933,1,4,4,3,3,3,3,3,1
729,2,4,4,3,4,4,4,4,3
500,2,4,0,3,4,3,3,3,1
10551,0,0,0,0,0,0,0,0,0
6476,0,0,0,0,0,0,0,0,0
2287,4,4,3,2,2,4,4,4,3
5752,0,0,0,0,0,0,0,0,0
4536,0,0,0,0,0,0,0,0,0
16361,0,0,0,0,0,0,0,0,0
273,3,3,3,2,3,4,4,4,4
13899,0,0,0,0,0,0,0,0,0
18913,0,0,0,0,0,0,0,0,0
15127,0,0,0,0,0,0,0,0,0
17481,0,0,0,0,0,0,0,0,0
9824,0,0,0,0,0,0,0,0,0
12564,1,4,4,3,3,3,4,4,1
1743,0,0,0,0,0,0,0,0,0
13087,0,0,0,0,0,0,0,0,0
16163,1,4,4,3,3,3,4,4,1
14887,0,0,0,0,0,0,0,0,0
2231,2,3,2,2,2,2,2,2,1
18644,0,0,0,0,0,0,0,0,0
3017,1,3,3,2,3,3,3,3,1
18577,0,0,0,0,0,0,0,0,0
2099,0,0,0,0,0,0,0,0,0
7226,1,3,3,3,3,3,3,3,2
1207,0,0,0,0,0,0,0,0,0
2632,2,4,3,2,3,3,3,3,1
7673,1,4,4,3,3,3,3,3,1
2890,1,3,0,3,2,3,4,4,1
324,1,3,3,2,2,0,3,3,0
9463,2,4,4,3,3,3,3,3,1
2033,0,0,0,0,0,0,0,0,0
2739,0,0,0,0,0,0,0,0,0
14072,0,0,0,0,0,0,0,0,0
17947,4,4,4,4,3,4,4,4,1
3760,3,3,4,3,3,4,5,5,1
17160,0,0,0,0,0,0,0,0,0
713,0,0,0,0,0,0,0,0,0
8897,0,0,0,0,0,0,0,0,0
8617,1,3,4,3,3,3,3,3,1
18031,1,4,4,3,3,4,4,4,1
180,2,2,2,2,2,2,2,2,2
5659,2,3,3,3,3,3,3,3,1
11130,3,5,4,3,3,4,4,4,1
13055,0,0,0,0,0,0,0,0,0
719,1,4,5,2,2,3,4,4,1
13085,0,0,0,0,0,0,0,0,0
19336,2,4,4,3,3,3,3,3,1
10333,2,3,4,3,3,3,4,4,1
15248,1,4,4,3,3,4,0,0,2
16931,0,0,0,0,0,0,0,0,0
2406,3,4,5,3,4,4,5,5,2
15789,0,0,0,0,0,0,0,0,0
11688,0,0,0,0,0,0,0,0,0
2636,0,0,0,0,0,0,0,0,0
3847,2,3,3,2,2,2,3,3,1
16522,1,4,4,3,3,3,3,3,1
2151,0,0,0,0,0,0,0,0,0
14954,1,4,4,3,3,3,3,3,1
18243,2,4,4,3,3,3,3,3,1
9151,1,4,4,3,3,3,3,3,1
2260,1,4,4,3,3,2,3,3,1
19852,0,0,0,0,0,0,0,0,0
11117,0,0,0,0,0,0,0,0,0
19213,2,4,4,3,3,3,3,3,1
1237,2,4,3,2,2,3,2,2,1
8739,2,3,3,3,3,3,3,3,1
16364,0,0,0,0,0,0,0,0,0
9679,1,4,4,3,3,3,3,3,1
2504,2,4,4,2,2,2,4,4,1
89,2,1,3,3,3,3,3,3,3
18942,0,0,0,0,0,0,0,0,0
16111,2,4,4,3,3,3,4,4,1
9613,2,4,4,3,3,3,3,3,1
12187,3,4,4,4,4,4,5,5,3
14961,0,0,0,0,0,0,0,0,0
9981,0,0,0,0,0,0,0,0,0
4826,1,4,4,3,4,3,4,4,1
15745,0,0,0,0,0,0,0,0,0
5886,1,3,3,3,3,3,3,3,1
4738,2,3,3,3,3,3,3,3,1
19416,3,5,4,4,3,4,3,3,2
9100,2,4,4,3,3,3,3,3,1
17333,0,0,0,0,0,0,0,0,0
13582,0,0,0,0,0,0,0,0,0
4785,3,4,4,4,4,4,4,4,1
17112,2,4,4,3,3,4,3,3,1
2822,1,3,2,2,2,2,2,2,1
1646,1,3,3,0,3,0,0,0,0
11731,2,4,4,3,3,3,4,4,1
13070,1,4,4,3,3,3,3,3,1
18382,2,4,4,3,3,3,4,4,1
12530,0,0,0,0,0,0,0,0,0
521,1,3,3,3,3,2,4,4,1
19298,0,0,0,0,0,0,0,0,0
11655,1,4,4,3,3,3,3,3,1
19795,0,0,0,0,0,0,0,0,0
5589,3,4,4,3,3,3,5,5,2
4381,1,3,3,3,3,3,3,3,1
9023,0,0,0,0,0,0,0,0,0
16528,0,0,0,0,0,0,0,0,0
1284,0,0,0,0,0,0,0,0,0
15047,0,0,0,0,0,0,0,0,0
14023,0,0,0,0,0,0,0,0,0
1974,1,3,2,2,2,2,2,2,1
16835,2,4,4,3,3,3,5,5,2
3547,0,0,0,0,0,0,0,0,0
1123,1,3,4,3,3,3,2,2,1
7888,2,3,3,3,3,3,4,4,1
1078,0,0,0,0,0,0,0,0,0
15029,2,4,4,3,3,3,3,3,1
9453,0,0,0,0,0,0,0,0,0
11628,2,4,4,3,3,3,3,3,1
4702,0,0,0,0,0,0,0,0,0
16888,0,0,0,0,0,0,0,0,0
18858,0,0,0,0,0,0,0,0,0
4397,2,3,3,3,3,3,3,3,1
15843,1,4,4,3,3,4,3,3,1
15067,0,0,0,0,0,0,0,0,0
17760,2,5,5,4,4,3,5,5,1
14408,0,0,0,0,0,0,0,0,0
11438,4,4,4,3,3,3,4,4,1
18104,0,0,0,0,0,0,0,0,0
15079,0,0,0,0,0,0,0,0,0
2591,0,0,0,0,0,0,0,0,0
10916,0,0,0,0,0,0,0,0,0
16704,0,0,0,0,0,0,0,0,0
11010,0,0,0,0,0,0,0,0,0
4323,2,3,3,3,3,3,3,3,1
9404,1,3,2,3,3,3,5,5,1
13340,1,4,4,3,3,3,3,3,1
18116,1,4,4,3,3,3,3,3,1
16237,0,0,0,0,0,0,0,0,0
6651,2,3,2,2,2,2,2,2,1
5853,2,3,3,3,3,3,3,3,1
17792,0,0,0,0,0,0,0,0,0
15452,0,0,0,0,0,0,0,0,0
18343,0,0,0,0,0,0,0,0,0
6585,2,4,4,3,3,3,3,3,1
15090,3,4,5,4,4,4,5,5,2
1577,2,3,2,2,2,2,2,2,1
1401,1,4,4,3,3,3,4,4,1
4969,2,4,4,3,3,3,3,3,1
6450,0,0,0,0,0,0,0,0,0
10907,1,4,4,3,3,3,3,3,1
5450,0,0,0,0,0,0,0,0,0
4938,0,0,0,0,0,0,0,0,0
13216,1,4,4,3,3,3,3,3,1
9204,2,5,5,5,5,5,5,5,1
4896,1,3,3,3,3,3,3,3,1
4410,1,3,3,3,3,3,4,4,1
5604,0,0,0,0,0,0,0,0,0
17015,2,4,4,3,3,3,4,4,1
12713,0,0,0,0,0,0,0,0,0
13171,1,4,4,3,3,3,5,5,1
10024,0,0,0,0,0,0,0,0,0
8174,1,3,2,3,3,3,2,2,1
17695,3,4,4,4,4,4,3,3,2
17475,2,4,5,4,3,4,4,4,1
14393,1,4,4,3,3,3,3,3,1
11028,2,3,2,3,3,3,2,2,1
11046,1,4,4,3,3,3,4,4,1
2999,0,0,0,0,0,0,0,0,0
5278,0,0,0,0,0,0,0,0,0
7536,1,4,3,3,3,3,4,4,1
14984,1,4,4,3,3,3,3,3,1
15520,0,0,0,0,0,0,0,0,0
6807,2,3,3,3,3,3,5,5,1
14661,1,4,4,3,3,3,3,3,1
10112,2,4,4,3,3,3,3,3,1
18261,2,4,4,3,3,3,3,3,1
14673,2,5,5,5,5,5,5,5,1
6527,2,3,2,2,2,2,2,2,1
12623,0,0,0,0,0,0,0,0,0
9806,4,4,4,3,3,4,4,4,1
18269,2,4,4,3,3,3,3,3,1
11465,0,0,0,0,0,0,0,0,0
2167,1,3,2,2,2,2,2,2,1
9605,0,0,0,0,0,0,0,0,0
15539,3,5,5,3,3,3,4,4,1
17996,0,0,0,0,0,0,0,0,0
747,1,4,4,3,3,3,4,4,1
9096,2,4,5,4,4,5,5,5,3
2091,1,3,3,2,2,2,2,2,1
3815,0,0,0,0,0,0,0,0,0
15724,3,5,5,4,4,5,5,5,3
12448,2,4,4,3,3,3,3,3,1
5544,1,4,4,3,3,3,4,4,1
13369,0,0,0,0,0,0,0,0,0
9623,3,4,5,4,3,4,4,4,1
18384,3,5,5,4,3,4,3,3,1
7269,0,0,0,0,0,0,0,0,0
11541,0,0,0,0,0,0,0,0,0
1171,2,3,3,3,3,3,3,3,1
17482,1,4,4,3,3,3,3,3,1
19686,1,4,4,3,3,3,4,4,2
10613,1,4,4,3,3,3,3,3,1
1657,2,3,2,2,2,2,2,2,1
16937,1,4,4,3,3,4,3,3,1
12585,0,0,0,0,0,0,0,0,0
17605,0,0,0,0,0,0,0,0,0
9446,1,4,4,3,3,3,3,3,1
12832,0,0,0,0,0,0,0,0,0
9483,1,4,4,3,3,3,3,3,1
2881,3,4,4,3,4,2,5,5,2
12108,2,4,4,3,3,3,3,3,1
19160,1,4,4,3,3,3,3,3,1
16231,0,0,0,0,0,0,0,0,0
148,2,3,5,5,5,5,5,5,5
12166,1,4,4,3,3,3,3,3,1
3346,0,0,0,0,0,0,0,0,0
5595,0,0,0,0,0,0,0,0,0
1247,0,0,0,0,0,0,0,0,0
15683,0,0,0,0,0,0,0,0,0
15776,1,4,4,3,3,3,3,3,1
6202,1,4,4,4,3,3,3,3,1
5065,0,0,0,0,0,0,0,0,0
12495,1,4,4,3,3,3,4,4,1
19080,0,0,0,0,0,0,0,0,0
14287,0,0,0,0,0,0,0,0,0
11719,1,4,4,3,3,3,3,3,1
1902,2,3,3,2,2,2,3,3,1
17020,1,4,4,3,3,4,4,4,1
1822,1,3,3,2,2,3,3,3,2
4579,2,4,4,3,3,4,3,3,1
17701,0,0,0,0,0,0,0,0,0
6175,0,0,0,0,0,0,0,0,0
4984,1,3,3,3,3,3,3,3,1
1380,0,0,0,0,0,0,0,0,0
11001,4,4,4,3,3,3,3,3,1
10474,2,4,4,3,3,3,4,4,1
1128,2,3,3,2,2,2,3,3,1
13969,0,0,0,0,0,0,0,0,0
18570,1,4,4,3,3,3,3,3,1
19378,1,4,4,3,3,3,3,3,1
16955,0,0,0,0,0,0,0,0,0
19052,1,4,4,4,3,3,4,4,1
15133,0,0,0,0,0,0,0,0,0
1741,1,3,2,3,3,3,2,2,1
10964,4,4,4,3,3,3,4,4,2
8703,3,4,4,3,4,4,4,4,2
15819,4,4,4,3,3,3,3,3,1
9736,0,0,0,0,0,0,0,0,0
11599,2,4,4,3,3,4,4,4,1
7612,0,0,0,0,0,0,0,0,0
19420,0,0,0,0,0,0,0,0,0
4024,2,4,5,4,4,4,4,4,2
15816,3,4,5,3,4,3,4,4,2
16249,0,0,0,0,0,0,0,0,0
15921,0,0,0,0,0,0,0,0,0
14512,0,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0
3904,1,4,3,2,2,3,2,2,1
1285,2,3,2,2,2,2,2,2,1
19877,3,5,4,3,3,3,5,5,1
11537,2,4,4,4,4,4,4,4,4
17117,0,0,0,0,0,0,0,0,0
3653,1,3,4,2,2,2,3,3,1
14405,1,4,4,3,3,3,3,3,2
1160,3,4,5,4,4,4,4,4,1
9381,3,4,4,4,4,4,4,4,2
3080,1,4,3,3,2,4,4,4,1
532,0,0,0,0,0,0,0,0,0
17391,3,5,4,4,3,4,5,5,1
15551,1,4,4,3,3,3,3,3,1
17395,0,0,0,0,0,0,0,0,0
18763,0,0,0,0,0,0,0,0,0
2541,2,4,4,2,2,3,3,3,1
18420,0,0,0,0,0,0,0,0,0
3024,0,0,0,0,0,0,0,0,0
5054,0,0,0,0,0,0,0,0,0
14117,2,4,4,3,3,3,3,3,1
16837,1,4,4,3,3,3,3,3,1
8906,0,0,0,0,0,0,0,0,0
14824,1,4,4,3,3,3,3,3,1
15408,0,0,0,0,0,0,0,0,0
11878,2,4,4,4,4,4,4,4,2
5485,1,4,4,3,4,3,3,3,1
13529,0,0,0,0,0,0,0,0,0
8326,2,3,3,3,3,3,3,3,1
3944,3,5,5,5,5,5,3,3,2
5472,2,3,3,3,3,3,3,3,1
17918,0,0,0,0,0,0,0,0,0
8199,4,3,3,3,3,3,3,3,1
14192,0,0,0,0,0,0,0,0,0
18870,0,0,0,0,0,0,0,0,0
3728,0,0,0,0,0,0,0,0,0
3331,2,3,2,2,2,2,2,2,1
16844,2,4,4,3,3,3,3,3,1
10736,0,0,0,0,0,0,0,0,0
16894,0,0,0,0,0,0,0,0,0
10834,2,4,4,3,3,3,4,4,1
9028,2,4,4,3,3,3,4,4,1
1782,0,0,0,0,0,0,0,0,0
8923,2,3,3,3,3,3,3,3,1
11015,1,4,4,3,3,3,3,3,1
14176,0,0,0,0,0,0,0,0,0
18990,4,4,4,3,3,3,3,3,1
14443,1,4,4,3,3,3,3,3,1
505,2,2,3,2,2,2,2,2,1
2699,2,3,4,3,3,3,3,3,1
13264,2,4,4,3,3,3,3,3,1
6247,0,0,0,0,0,0,0,0,0
8581,0,0,0,0,0,0,0,0,0
15842,2,4,4,3,3,3,4,4,1
16760,1,4,4,3,3,3,3,3,1
16346,2,5,4,3,3,3,3,3,1
11191,2,4,4,3,3,3,3,3,1
14604,0,0,0,0,0,0,0,0,0
15643,3,4,5,3,4,5,4,4,1
19740,0,0,0,0,0,0,0,0,0
19562,2,4,4,3,3,3,3,3,1
8058,3,4,4,4,4,3,3,3,5
14378,0,0,0,0,0,0,0,0,0
1011,0,0,0,0,0,0,0,0,0
1236,1,3,2,3,0,4,2,2,1
11585,1,4,4,3,3,3,3,3,1
12790,2,4,4,3,3,3,5,5,1
1450,0,0,0,0,0,0,0,0,0
7893,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0
15046,2,4,4,3,3,3,3,3,1
5417,2,3,3,3,3,3,3,3,1
589,2,5,2,5,5,5,5,5,5
16042,4,5,4,3,3,3,3,3,1
1311,1,4,3,2,2,2,2,2,1
5854,0,0,0,0,0,0,0,0,0
14815,1,4,4,3,3,3,3,3,1
4908,2,3,3,3,3,3,3,3,1
13960,1,4,4,3,3,3,3,3,1
4057,0,0,0,0,0,0,0,0,0
18561,0,0,0,0,0,0,0,0,0
8068,0,0,0,0,0,0,0,0,0
16372,2,4,4,3,3,3,3,3,1
6311,2,3,3,3,3,3,3,3,1
18130,0,0,0,0,0,0,0,0,0
18947,0,0,0,0,0,0,0,0,0
4347,3,4,5,3,3,5,5,5,1
19548,2,4,4,3,3,3,3,3,1
9214,0,0,0,0,0,0,0,0,0
3671,2,3,2,2,2,2,2,2,1
10466,1,4,4,3,3,3,3,3,1
11035,2,4,4,3,3,3,4,4,1
7047,1,4,5,3,4,3,3,3,1
199,0,0,0,0,0,0,0,0,0
12371,3,4,4,3,4,3,4,4,3
4385,1,3,3,4,3,3,4,4,1
9462,0,0,0,0,0,0,0,0,0
9389,0,0,0,0,0,0,0,0,0
13358,1,4,4,3,3,3,5,5,1
8516,1,3,3,3,3,3,3,3,1
1794,0,0,0,0,0,0,0,0,0
1589,0,0,0,0,0,0,0,0,0
16267,1,4,4,3,3,3,3,3,1
12370,0,0,0,0,0,0,0,0,0
1195,0,0,0,0,0,0,0,0,0
6049,0,0,0,0,0,0,0,0,0
2527,2,3,4,3,2,2,3,3,1
15827,3,5,4,4,4,4,5,5,1
1471,1,3,2,2,2,2,2,2,1
