uid,label,western_classic,western_feminine,western_contemporary,western_boho,indo_western,indian_traditional,indian_classic,indian_contemporary,indian_funky,clothes_work
11387,2,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
2828,2,3.0,4.0,2.0,2.0,1.0,2.0,2.6,2.4,2.6,12
15950,4,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3
5982,3,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,6
11563,0,3.0,3.0,3.0,2.0,1.0,2.0,2.6,2.4,2.6,3
18516,2,3.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,12
14714,2,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,12
3641,4,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3
8094,2,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,12
4203,4,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3
2864,4,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,3
17329,0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3
14602,4,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3
584,0,3.0,2.0,3.0,1.0,2.0,1.429,2.143,3.0,2.0,0
5934,4,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3
18827,3,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,6
17178,1,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,12
11353,2,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,12
18818,4,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3
12140,3,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,6
17326,2,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,12
17509,2,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,12
13206,1,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,12
298,0,2.0,3.8,1.8,1.4,1.0,2.0,2.0,2.0,3.0,3
3581,3,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,6
17290,3,1.0,2.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,6
2451,3,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6
15014,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6
5616,3,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,6
13560,0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3
4979,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6
18439,3,3.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,3.0,6
11402,2,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,12
14916,3,3.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,6
9792,2,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,12
18052,4,3.0,3.0,4.0,2.0,2.0,2.0,2.6,2.4,2.6,3
16335,3,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6
1656,1,4.0,2.0,3.0,2.0,3.0,2.0,2.6,2.4,2.6,12
3085,0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3
13568,4,3.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,3
1390,2,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,12
3136,0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,0
9259,4,2.0,3.8,1.8,1.4,2.0,4.0,3.0,3.0,4.0,3
3478,4,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3
11581,2,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,12
17776,4,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3
6478,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
3573,1,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,12
3189,3,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,6
14099,0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,3
1975,0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3
15264,4,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3
19505,3,2.0,3.0,4.0,3.0,2.0,2.0,2.6,2.4,2.6,6
14005,2,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,12
13091,3,3.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,6
3548,1,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,12
2802,0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3
6223,1,2.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,12
16270,3,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,6
9523,0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3
5146,4,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3
12937,3,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,6
2865,0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3
10520,0,4.0,2.0,4.0,1.0,1.0,2.0,2.6,2.4,2.6,3
11364,3,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,6
5518,4,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3
4531,0,2.0,2.0,3.0,2.0,2.0,2.0,2.6,2.4,2.6,3
19137,0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3
17882,3,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,6
1333,3,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,6
8455,0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0
7900,3,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,6
15340,3,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,6
16801,1,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12
5039,0,2.0,2.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,3
14959,0,2.0,2.0,4.0,2.0,1.0,2.0,2.6,2.4,2.6,3
5242,0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3
13692,0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3
13374,3,3.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,6
15333,4,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3
3323,4,3.0,2.0,3.0,3.0,3.0,2.0,2.6,2.4,2.6,3
4317,2,3.0,2.0,3.0,3.0,1.0,2.0,2.6,2.4,2.6,12
6141,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3
5097,1,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,12
11604,3,2.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,6
1731,4,1.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,0
17607,1,2.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,12
2123,1,1.0,2.0,1.0,2.0,4.0,1.0,4.0,4.0,2.0,12
9537,3,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,6
1709,4,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3
1479,0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0
19649,4,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3
19259,2,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,12
10717,1,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,12
8478,3,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,6
15302,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
9652,4,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3
3212,3,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,6
12165,0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,3
17227,1,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,12
6998,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
1384,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6614,0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3
7585,0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0
10113,0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,0
2128,3,3.0,4.0,2.0,2.0,3.0,2.0,2.6,2.4,2.6,6
13395,2,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,12
10931,2,2.0,4.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,12
19033,3,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,6
9029,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12
8178,4,4.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,3
19626,2,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,12
17034,0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3
13547,3,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,6
13164,4,2.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3
16068,4,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3
9033,4,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3
12129,4,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,3
3680,3,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,6
2419,0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,3
6459,0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0
11647,3,2.0,3.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,6
18758,2,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,12
9132,4,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3
4672,3,2.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,6
1301,2,3.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,12
9337,0,3.0,2.0,4.0,2.0,2.0,2.0,2.6,2.4,2.6,3
17437,0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3
5705,4,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3
2896,3,2.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,6
10826,1,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,12
13559,2,2.0,2.0,3.0,3.0,1.0,2.0,2.6,2.4,2.6,12
1178,0,3.0,3.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,3
1580,4,2.0,3.0,3.0,4.0,4.0,2.0,2.6,2.4,2.6,3
9467,1,3.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,12
10966,0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,0
5171,3,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,6
19200,3,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,6
3450,0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,0
19369,3,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,6
593,4,4.0,4.0,4.0,4.0,4.0,2.0,2.6,2.4,2.6,3
2462,0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3
10800,0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3
7276,4,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,0
8336,1,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,12
13382,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3
6297,1,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,12
3667,0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0
16612,2,3.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,12
1664,3,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,6
8345,3,2.0,3.8,1.8,1.4,3.0,4.0,3.0,3.0,2.0,6
3048,2,2.0,3.0,3.0,2.0,2.0,2.0,2.6,2.4,2.6,12
5823,2,3.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,12
13303,1,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,12
1469,2,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,12
17645,3,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,6
10292,1,2.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,12
18835,4,2.0,3.0,4.0,3.0,3.0,2.0,2.6,2.4,2.6,3
1008,0,3.0,3.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,3
682,2,2.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,12
17215,2,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,12
4853,1,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,12
17683,2,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,12
7626,0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3
11336,0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3
1911,4,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3
18636,3,2.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,6
12901,2,2.0,3.0,3.0,3.0,2.0,2.0,2.6,2.4,2.6,12
8036,3,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,6
4359,0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3
7052,2,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,12
2878,0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
1393,3,4.0,4.0,4.0,4.0,3.0,2.0,2.6,2.4,2.6,6
16620,0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3
13588,4,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3
5761,3,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,6
2012,0,3.0,3.0,3.0,1.0,1.0,2.0,2.6,2.4,2.6,3
14541,3,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,6
4495,2,2.0,3.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,12
13479,3,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,6
16694,0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3
16936,0,2.0,2.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,3
4678,3,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,6
14266,4,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3
17384,1,1.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,12
6238,3,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6
12756,0,3.0,2.0,2.0,1.0,1.0,2.0,2.6,2.4,2.6,3
7358,0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3
356,2,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,12
3396,1,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,12
11512,4,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3
9068,2,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,12
10230,3,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,6
9512,3,3.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,1.0,6
16544,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,12
9012,0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3
13872,1,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,12
18322,3,3.0,4.0,4.0,3.0,3.0,2.0,2.6,2.4,2.6,6
8435,0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3
3910,1,2.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,12
17656,4,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,3
6227,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3
12728,1,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,12
11762,0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
13678,1,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,12
15872,4,2.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,3
12625,3,4.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,6
10135,0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3
10950,3,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,6
18497,1,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,12
18568,1,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,12
16865,1,2.0,3.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,12
4918,1,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,12
19580,2,2.0,3.0,3.0,3.0,1.0,2.0,2.6,2.4,2.6,12
17884,2,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,12
6947,1,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,12
4377,3,2.0,3.0,3.0,2.0,3.0,2.0,2.6,2.4,2.6,6
6539,3,2.0,3.8,1.8,1.4,2.0,1.0,1.0,1.0,1.0,6
2991,4,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3
13978,2,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,12
11045,0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,3
18925,1,4.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,12
13038,3,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,6
19122,3,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,6
9818,4,4.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,1.0,0
18032,4,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3
17232,3,2.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,6
8691,2,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,12
18297,3,1.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,6
16655,0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,3
8736,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,12
387,0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3
1287,3,2.0,2.0,2.0,2.0,3.0,2.0,2.6,2.4,2.6,6
7921,2,2.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,12
1649,3,2.0,2.0,3.0,4.0,4.0,2.0,2.6,2.4,2.6,6
7608,3,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
16449,3,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,6
18406,3,3.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,6
11724,3,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,6
5614,2,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,12
12400,3,2.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,6
9252,0,3.0,2.0,3.0,1.0,2.0,2.0,2.6,2.4,2.6,3
18040,2,2.0,3.0,2.0,1.0,1.0,2.0,2.6,2.4,2.6,12
9065,3,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,6
5801,0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3
18191,0,3.0,3.0,2.0,2.0,1.0,2.0,2.6,2.4,2.6,3
10948,3,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6
9775,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3
19041,0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,3
19541,3,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,6
18294,0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3
19721,3,3.0,3.0,3.0,3.0,3.0,2.0,2.6,2.4,2.6,6
3184,0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3
4955,3,4.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,6
16627,1,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,12
2052,3,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,6
4808,4,1.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,0
1182,2,2.0,3.0,2.0,2.0,1.0,2.0,2.6,2.4,2.6,12
1416,2,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,12
18810,2,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,12
4305,4,2.0,2.0,2.0,2.0,3.0,2.0,2.6,2.4,2.6,3
2119,4,3.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,0
11328,2,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,12
16441,2,2.0,2.0,1.0,1.0,1.0,2.0,2.6,2.4,2.6,12
1904,4,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3
11841,4,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3
1067,1,3.0,3.0,3.0,3.0,3.0,2.0,2.6,2.4,2.6,12
19423,3,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,6
8722,2,2.0,2.0,2.0,1.0,1.0,2.0,2.6,2.4,2.6,12
19703,4,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3
1256,0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,3
19250,2,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,12
19786,2,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,12
16405,4,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3
5524,3,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6
3786,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12
7243,1,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,12
17330,4,4.0,4.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,0
4066,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
9071,2,2.0,2.0,3.0,4.0,1.0,2.0,2.6,2.4,2.6,12
4185,4,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,0
10354,4,3.0,4.0,3.0,2.0,4.0,2.0,2.6,2.4,2.6,3
9876,3,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,6
6000,1,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,12
8283,0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,0
11669,4,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,3
349,3,4.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,6
1846,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
14392,1,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,12
1373,2,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,12
17861,3,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,6
895,3,2.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,6
11624,0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3
16193,2,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,12
18205,4,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3
18096,4,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3
9306,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
2176,3,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,6
8916,1,2.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,12
13052,2,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,12
10673,4,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3
567,0,2.0,2.0,2.0,2.0,2.0,2.0,2.6,2.4,2.6,3
5980,0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3
2650,0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3
19767,3,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,6
6372,0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3
1329,4,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,0
15077,3,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,6
3981,1,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,12
9044,0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3
11172,4,2.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3
9131,3,4.0,4.0,2.0,1.0,1.0,2.0,2.6,2.4,2.6,6
2434,0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0
12877,0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3
19536,2,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,12
4880,2,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,12
6033,4,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3
8936,2,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,12
18145,0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,3
12142,0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3
5206,0,4.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,0
7296,0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3
19847,0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3
1221,2,3.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,12
