u_id,s_id,o_id,return_count,returns nms,return_count similar,nonreturn_count,return_shape
7290,6998,2217,3,1,0,2,1
2331,6998,2504,3,3,0,2,0
7832,6998,2173,5,4,1,0,0
8765,6998,2398,5,1,3,0,1
17788,6998,3989,9,9,0,0,0
3852,6998,2561,5,0,0,0,0
9297,6998,2545,4,0,0,1,2
6033,6998,2662,4,0,0,1,4
9997,6998,2716,5,4,0,0,1
8619,6998,2366,2,2,0,3,0
7277,6998,2297,5,2,3,0,0
7440,6998,2108,5,0,1,0,4
11901,6998,3001,5,5,0,0,0
11415,6998,2964,5,4,1,0,0
382,6998,2428,4,1,1,1,2
7728,6998,2164,2,1,1,3,0
627,6998,2141,3,1,1,2,1
7090,6998,1998,5,1,1,0,3
9174,6998,2637,4,2,1,1,0
9798,6998,2655,3,3,0,2,0
7641,6998,2571,5,5,0,0,0
11483,6998,2972,3,1,1,2,1
2213,6998,2430,4,1,0,1,1
5246,6998,2132,4,1,1,1,2
7383,6998,2088,5,2,1,0,1
9329,6998,2558,5,3,0,0,0
728,6998,2103,5,2,1,0,2
9196,6998,2509,3,3,0,2,0
10827,6998,2891,3,1,1,2,1
7149,6998,2020,5,2,1,0,0
11741,6998,2988,4,1,0,1,1
9948,6998,2688,5,5,0,0,0
9422,6998,2577,5,4,0,0,1
8397,6998,2568,3,2,0,2,1
9212,6998,2613,4,1,1,1,2
5485,6998,2327,5,3,0,0,1
9946,6998,2687,5,0,1,0,3
9996,6998,2706,4,2,0,1,1
11890,6998,2998,0,0,0,5,0
381,6998,2330,2,1,0,3,1
10385,6998,2792,5,3,1,0,1
642,6998,2175,4,1,0,1,3
8849,6998,2415,5,1,2,0,2
7742,6998,2166,4,4,0,1,0
11222,6998,3048,4,4,0,0,0
7872,6998,2178,5,1,0,0,4
11867,6998,2995,3,1,0,2,2
7962,6998,2465,5,2,0,0,0
8309,6998,2554,4,2,0,1,2
12076,6998,3016,3,3,0,2,0
5412,6998,3100,3,3,0,2,0
12304,6998,3040,5,1,0,0,3
11572,6998,2974,4,0,0,1,4
9394,6998,2569,3,1,1,2,1
4261,6998,2051,5,3,1,0,0
4958,6998,2333,3,1,0,2,2
8703,6998,2377,2,1,1,3,0
8079,6998,2227,4,3,1,1,0
8628,6998,2359,3,2,0,2,0
7504,6998,2117,4,2,1,1,0
8103,6998,2235,5,4,0,0,0
5591,6998,2439,5,1,0,0,4
9768,6998,2648,4,0,4,1,0
12308,6998,3038,5,2,1,0,2
6929,6998,1978,5,1,0,0,4
577,6998,2674,3,2,0,2,1
7664,6998,2155,3,1,1,2,1
11735,6998,3036,5,2,1,0,2
12405,6998,3054,5,2,0,0,1
1691,6998,2423,5,2,2,0,1
8404,6998,2301,5,1,2,0,0
7875,6998,2185,2,0,1,3,0
9635,6998,2627,5,1,2,0,1
10107,6998,2739,5,2,0,0,0
7249,6998,2386,5,1,0,0,0
7289,6998,2058,2,1,1,2,0
10018,6998,2710,4,0,0,1,1
8775,6998,2402,3,2,0,2,1
7993,6998,2214,5,5,0,0,0
9788,6998,2653,5,2,0,0,3
9527,6998,2602,2,0,1,3,1
8927,6998,2449,2,1,1,3,0
9995,6998,2704,2,0,0,3,2
9281,6998,2639,5,0,5,0,0
9317,6998,2676,5,0,0,0,0
11965,6998,3011,5,4,0,0,1
559,6998,2765,3,2,0,3,0
1631,6998,2190,1,1,0,4,0
6689,6187,1933,3,0,1,2,2
6201,6187,1840,5,2,2,0,1
6823,6187,1961,5,0,0,0,0
7542,6187,2143,5,1,0,0,1
3227,6187,2424,3,1,0,2,2
7946,6187,2193,5,0,0,0,0
8160,6187,2240,5,1,0,0,3
6223,6187,1849,5,2,2,0,1
8739,6187,2387,5,1,0,0,4
8595,6187,2381,3,1,0,2,2
577,6187,1999,2,2,0,3,0
1645,6187,2436,4,1,2,1,0
6818,6187,2113,1,1,0,4,0
2536,6187,2322,5,1,1,0,1
7444,6187,2109,5,0,0,0,3
6920,6187,1975,3,2,0,2,1
6807,6187,1959,5,1,1,0,1
6433,6187,1903,5,3,0,0,1
7678,6187,2180,5,2,2,0,0
1341,6187,2289,3,3,0,2,0
8397,6187,2298,5,2,1,0,1
8154,6187,2239,4,0,0,1,2
6755,6187,1948,5,3,2,0,0
7961,6187,2209,5,5,0,0,0
3002,6187,2312,5,2,1,2,2
6888,6187,1970,3,1,1,2,1
6691,6187,1934,5,3,1,0,0
6210,6187,1967,0,0,0,5,0
8917,6187,2445,5,0,2,0,0
1357,6187,2244,3,1,1,2,1
7585,6187,2145,3,0,2,2,0
6656,6187,1931,4,3,0,1,1
8591,6187,2361,5,3,1,0,0
6288,6187,1870,5,1,0,0,2
7987,6187,2208,2,0,0,3,0
548,6187,2332,5,3,2,0,0
6900,6187,1972,5,1,2,0,1
8398,6187,2284,5,2,2,0,1
7451,6187,2363,5,1,2,0,1
8773,6187,2400,5,0,2,0,0
6491,6187,1913,4,1,2,1,0
1951,6187,2313,0,0,0,5,0
8448,6187,2299,5,5,0,0,0
8622,6187,2358,5,4,0,0,0
7388,6187,2089,5,2,2,0,0
8420,6187,2393,4,3,0,1,1
5703,5598,1743,5,2,1,0,2
1204,5598,1758,4,1,1,1,1
5560,5598,1777,4,0,0,1,1
6607,5598,1926,4,2,1,1,1
6776,5598,1953,5,0,0,0,0
6194,5598,1839,5,0,0,0,0
7006,5598,1987,2,2,0,3,0
5230,5598,1752,5,0,0,0,5
5268,5598,1603,4,3,0,1,0
5670,5598,1770,6,3,0,0,3
6362,5598,1890,5,5,0,0,0
7206,5598,2056,5,4,1,0,0
6459,5598,1908,2,2,0,3,0
4056,5598,2063,5,1,1,0,2
5776,5598,1751,4,2,0,1,2
5262,5598,1786,2,1,1,3,0
5958,5598,1790,2,1,0,3,1
6052,5598,1807,5,1,0,0,2
5640,5598,1720,5,2,1,0,2
10265,5598,2776,5,2,1,0,1
5704,5598,1742,5,3,2,0,0
7366,5598,2076,3,0,3,2,0
1297,5598,2006,5,3,1,0,1
6910,5598,1974,5,2,1,0,0
6379,5598,1892,5,0,0,0,5
6074,5598,1814,4,1,0,1,1
6527,5598,1962,0,0,0,5,0
8837,761,2414,4,2,0,1,2
16222,761,4253,0,0,0,5,0
1157,761,399,0,0,0,5,0
1646,761,2566,3,1,1,2,0
2331,761,3278,6,2,1,2,3
640,761,1301,1,1,0,4,0
1069,761,618,2,2,0,3,0
4806,761,1578,2,0,1,1,1
1516,761,1113,5,5,0,0,0
4279,761,1536,3,0,0,2,3
890,761,3339,5,3,0,0,1
1367,761,467,5,1,1,0,3
875,761,3895,3,2,0,2,0
625,761,1433,4,1,0,1,3
4958,761,3116,0,0,0,3,0
740,761,1862,2,2,0,3,0
15933,761,3568,0,0,0,1,0
10627,761,2845,5,5,0,0,0
3121,761,1586,5,0,2,0,1
5412,761,1650,1,1,0,4,0
8310,761,2871,2,0,1,3,1
10072,761,3002,3,2,0,2,0
11318,761,2954,5,2,1,0,0
6062,761,1811,4,2,2,1,0
559,761,2191,0,0,0,6,0
3769,761,1645,3,1,0,2,2
553,761,3298,4,4,0,2,0
1062,761,2437,6,1,0,2,4
15547,761,3593,5,3,0,0,1
6962,761,1979,5,5,0,2,0
296,761,251,0,0,0,5,0
5437,761,1662,2,0,0,4,0
2866,761,904,4,2,1,1,0
6766,761,1950,5,4,0,1,1
422,761,1481,0,0,0,5,0
1853,761,643,4,2,0,1,2
6621,761,1928,2,0,0,4,2
2442,761,793,5,5,0,0,0
12596,761,3093,5,3,0,0,2
4218,761,3838,4,1,1,2,1
13540,761,3340,5,2,0,1,3
2854,761,1239,2,1,0,3,1
3128,761,959,5,0,3,0,1
4347,761,2294,5,5,0,0,0
7294,761,2059,4,3,0,0,1
14194,761,3293,4,2,1,1,1
2891,761,916,0,0,0,5,0
7927,761,2369,5,1,0,0,4
10462,761,2821,1,0,0,2,1
6233,761,2018,5,2,2,0,1
1428,761,486,2,1,0,3,0
6102,761,1822,2,2,0,3,0
761,761,1726,4,0,0,1,4
2197,761,717,4,0,0,1,4
1368,761,606,3,1,1,2,1
935,761,308,0,0,0,6,0
10722,761,2918,5,5,0,0,0
1227,1660,3371,0,0,0,3,0
14226,1660,3296,2,2,0,0,0
